date,top_decile_count,retained_count,added_count,dropped_count,retention_rate,turnover_rate
2011-03-09,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-03-10,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-03-11,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-03-14,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-03-15,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-03-16,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-03-17,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-03-18,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-03-21,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-03-22,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-03-23,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-03-24,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-03-25,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-03-28,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-03-29,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-03-30,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-03-31,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-04-01,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-04,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-05,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-06,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-07,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-08,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-04-11,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-04-12,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-13,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-14,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-04-15,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-04-18,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-04-19,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-04-20,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-04-21,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-04-25,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-04-26,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-04-27,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-04-28,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-04-29,43,37,6,6,0.8604651162790697,0.24489795918367346
2011-05-02,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-05-03,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-05-04,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-05-05,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-05-06,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-05-09,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-05-10,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-05-11,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-05-12,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-05-13,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-05-16,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-05-17,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-05-18,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-05-19,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-05-20,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-05-23,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-05-24,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-05-25,43,37,6,6,0.8604651162790697,0.24489795918367346
2011-05-26,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-05-27,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-05-31,43,37,6,6,0.8604651162790697,0.24489795918367346
2011-06-01,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-06-02,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-06-03,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-06,43,36,7,7,0.8372093023255814,0.28
2011-06-07,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-06-08,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-09,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-10,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-06-13,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-06-14,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-06-15,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-06-16,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-06-17,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-06-20,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-21,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-22,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-06-23,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-24,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-27,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-06-28,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-06-29,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-06-30,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-07-01,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-07-05,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-07-06,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-07-07,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-07-08,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-07-11,43,36,7,7,0.8372093023255814,0.28
2011-07-12,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-07-13,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-07-14,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-07-15,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-07-18,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-07-19,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-07-20,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-07-21,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-07-22,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-07-25,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-07-26,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-07-27,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-07-28,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-07-29,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-01,43,43,0,0,1.0,0.0
2011-08-02,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-08-03,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-04,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-08-05,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-08-08,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-09,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-10,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-08-11,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-08-12,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-08-15,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-08-16,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-17,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-18,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-19,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-08-22,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-23,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-08-24,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-08-25,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-26,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-08-29,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-08-30,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-08-31,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-09-01,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-09-02,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-09-06,43,37,6,6,0.8604651162790697,0.24489795918367346
2011-09-07,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-09-08,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-09-09,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-09-12,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-09-13,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-09-14,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-09-15,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-09-16,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-09-19,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-09-20,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-09-21,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-09-22,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-09-23,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-09-26,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-09-27,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-09-28,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-09-29,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-09-30,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-03,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-10-04,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-05,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-06,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-07,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-10-10,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-11,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-12,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-13,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-14,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-17,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-18,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-19,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-20,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-21,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-24,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-25,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-10-26,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-10-27,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-28,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-10-31,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-01,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-02,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-03,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-04,43,37,6,6,0.8604651162790697,0.24489795918367346
2011-11-07,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-11-08,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-11-09,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-11-10,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-11,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-11-14,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-15,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-16,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-11-17,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-11-18,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-21,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-11-22,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-23,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-11-25,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-11-28,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-11-29,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-11-30,43,38,5,5,0.8837209302325582,0.20833333333333334
2011-12-01,43,39,4,4,0.9069767441860465,0.1702127659574468
2011-12-02,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-12-05,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-12-06,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-12-07,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-12-08,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-12-09,43,41,2,2,0.9534883720930233,0.08888888888888889
2011-12-12,43,42,1,1,0.9767441860465116,0.045454545454545456
2011-12-13,43,40,3,3,0.9302325581395349,0.13043478260869565
2011-12-14,44,41,3,2,0.9534883720930233,0.10869565217391304
2011-12-15,44,41,3,3,0.9318181818181818,0.1276595744680851
2011-12-16,44,43,1,1,0.9772727272727273,0.044444444444444446
2011-12-19,44,40,4,4,0.9090909090909091,0.16666666666666666
2011-12-20,44,41,3,3,0.9318181818181818,0.1276595744680851
2011-12-21,44,42,2,2,0.9545454545454546,0.08695652173913043
2011-12-22,44,42,2,2,0.9545454545454546,0.08695652173913043
2011-12-23,44,40,4,4,0.9090909090909091,0.16666666666666666
2011-12-27,44,43,1,1,0.9772727272727273,0.044444444444444446
2011-12-28,44,42,2,2,0.9545454545454546,0.08695652173913043
2011-12-29,44,42,2,2,0.9545454545454546,0.08695652173913043
2011-12-30,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-01-03,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-01-04,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-01-05,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-01-06,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-01-09,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-01-10,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-01-11,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-01-12,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-01-13,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-01-17,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-01-18,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-01-19,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-01-20,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-01-23,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-01-24,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-01-25,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-01-26,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-01-27,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-01-30,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-01-31,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-02-01,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-02-02,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-02-03,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-02-06,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-02-07,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-02-08,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-02-09,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-02-10,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-02-13,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-02-14,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-02-15,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-02-16,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-02-17,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-02-21,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-02-22,44,38,6,6,0.8636363636363636,0.24
2012-02-23,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-02-24,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-02-27,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-02-28,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-02-29,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-03-01,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-03-02,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-05,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-06,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-07,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-08,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-03-09,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-03-12,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-03-13,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-03-14,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-15,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-03-16,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-03-19,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-03-20,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-21,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-03-22,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-23,44,39,5,5,0.8863636363636364,0.20408163265306123
2012-03-26,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-27,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-03-28,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-29,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-03-30,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-04-02,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-04-03,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-04-04,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-04-05,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-04-09,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-04-10,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-04-11,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-12,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-13,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-16,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-17,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-18,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-19,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-20,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-04-23,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-04-24,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-25,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-04-26,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-04-27,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-04-30,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-05-01,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-05-02,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-05-03,44,39,5,5,0.8863636363636364,0.20408163265306123
2012-05-04,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-05-07,44,44,0,0,1.0,0.0
2012-05-08,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-05-09,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-05-10,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-05-11,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-05-14,44,44,0,0,1.0,0.0
2012-05-15,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-05-16,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-05-17,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-05-18,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-05-21,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-05-22,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-05-23,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-05-24,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-05-25,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-05-29,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-05-30,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-05-31,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-06-01,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-06-04,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-06-05,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-06-06,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-06-07,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-06-08,44,44,0,0,1.0,0.0
2012-06-11,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-06-12,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-06-13,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-06-14,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-06-15,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-06-18,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-06-19,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-06-20,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-06-21,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-06-22,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-06-25,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-06-26,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-06-27,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-06-28,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-06-29,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-07-02,44,39,5,5,0.8863636363636364,0.20408163265306123
2012-07-03,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-07-05,44,39,5,5,0.8863636363636364,0.20408163265306123
2012-07-06,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-07-09,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-07-10,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-07-11,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-07-12,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-07-13,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-07-16,44,39,5,5,0.8863636363636364,0.20408163265306123
2012-07-17,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-07-18,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-07-19,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-07-20,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-07-23,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-07-24,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-07-25,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-07-26,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-07-27,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-07-30,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-07-31,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-01,44,38,6,6,0.8636363636363636,0.24
2012-08-02,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-03,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-06,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-07,44,39,5,5,0.8863636363636364,0.20408163265306123
2012-08-08,44,39,5,5,0.8863636363636364,0.20408163265306123
2012-08-09,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-10,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-13,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-08-14,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-08-15,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-08-16,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-08-17,44,38,6,6,0.8636363636363636,0.24
2012-08-20,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-08-21,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-08-22,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-23,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-08-24,44,40,4,4,0.9090909090909091,0.16666666666666666
2012-08-27,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-08-28,44,43,1,1,0.9772727272727273,0.044444444444444446
2012-08-29,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-08-30,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-08-31,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-09-04,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-09-05,44,41,3,3,0.9318181818181818,0.1276595744680851
2012-09-06,44,42,2,2,0.9545454545454546,0.08695652173913043
2012-09-07,44,41,3,3,0.9318181818181818,0.1276595744680851
