timestamp,intent_id,client_order_id,symbol,side,quantity,notional,validation_result,broker_mode,reconciliation_state,error_code
2026-08-14T15:25:25.490729+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T15:25:25.491824+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T15:25:25.491824+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T15:25:25.491824+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T15:25:25.493044+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T15:25:25.493044+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T15:25:25.493044+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-14T15:47:29.753110+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T15:47:29.754274+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T15:47:29.755252+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-14T15:47:29.755252+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T15:47:29.756468+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T15:47:29.756468+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T15:47:29.757792+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T15:47:29.757792+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T15:47:29.758792+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T15:47:29.758792+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-14T16:34:46.241414+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T16:34:46.242923+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T16:34:46.242923+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-14T16:34:46.243443+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T16:34:46.243443+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T16:34:46.244526+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T16:34:46.244526+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T16:34:46.245632+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T16:34:46.245632+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T16:34:46.245632+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-14T17:29:56.829785+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:29:56.831295+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:29:56.832384+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-14T17:29:56.833757+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:29:56.833757+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:29:56.836041+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T17:29:56.837039+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T17:29:56.837039+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T17:29:56.838039+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T17:29:56.839034+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-14T17:42:23.917878+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:42:23.917878+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:42:23.918875+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-14T17:42:23.918875+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:42:23.919874+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:42:23.919874+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T17:42:23.920870+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T17:42:23.920870+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T17:42:23.920870+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T17:42:23.920870+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-14T17:43:01.441764+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:43:01.442745+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:43:01.442745+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-14T17:43:01.442745+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:43:01.443880+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:43:01.443880+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T17:43:01.443880+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T17:43:01.443880+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T17:43:01.445346+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T17:43:01.445346+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-14T17:45:30.449538+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:45:30.450795+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:45:30.450795+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-14T17:45:30.450795+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:45:30.451819+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:45:30.451819+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T17:45:30.453314+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T17:45:30.453314+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T17:45:30.453314+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T17:45:30.454821+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-14T17:49:50.665997+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:49:50.667066+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-14T17:49:50.668058+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-14T17:49:50.668564+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:49:50.668564+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-14T17:49:50.669782+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-14T17:49:50.669782+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-14T17:49:50.670791+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-14T17:49:50.671788+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-14T17:49:50.671788+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-24T23:16:37.887081+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-24T23:16:37.887081+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-24T23:16:37.888115+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-24T23:16:37.888115+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-24T23:16:37.889083+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-24T23:16:37.889083+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-24T23:16:37.890083+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-24T23:16:37.892085+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-24T23:16:37.892085+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-24T23:16:37.893084+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-24T23:18:06.414582+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-24T23:18:06.415621+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-24T23:18:06.415621+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-24T23:18:06.416592+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-24T23:18:06.416592+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-24T23:18:06.417598+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-24T23:18:06.418620+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-24T23:18:06.418620+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-24T23:18:06.419589+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-24T23:18:06.420592+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-24T23:19:13.273888+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-24T23:19:13.274512+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-24T23:19:13.276051+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,REJECTED_DUPLICATE,DRY_RUN,INTENT_ONLY,DUPLICATE_CLIENT_ORDER_ID
2026-08-24T23:19:13.276051+00:00,5a1e46105d20cd1c,CSMXTSM-20260831-AAPL-BUY-010,AAPL,buy,0,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-24T23:19:13.276051+00:00,92d4bbee1cd65888,CSMXTSM-20260831-AAPL-BUY-011,AAPL,buy,-1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_QUANTITY
2026-08-24T23:19:13.276051+00:00,5c223ba11b16ba9e,CSMXTSM-20260831-AAPL-HOLD-012,AAPL,hold,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,INVALID_SIDE
2026-08-24T23:19:13.276051+00:00,f1a52c3ffc9f6978,CSMXTSM-20260831-ZZZZ_UNKNOWN_TEST_-f65db8920432,ZZZZ_UNKNOWN_TEST_SYMBOL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,UNKNOWN_ASSET
2026-08-24T23:19:13.276051+00:00,5fde65e176f98941,CSMXTSM-20260831-AAPL-BUY-021,AAPL,buy,1,,REJECTED_INVALID,DRY_RUN,INTENT_ONLY,ASSET_NOT_TRADABLE
2026-08-24T23:19:13.276051+00:00,ae401146c369e50b,CSMXTSM-20260831-AAPL-BUY-022,AAPL,buy,1,,REJECTED_STALE_INTENT,DRY_RUN,INTENT_ONLY,STALE_INTENT
2026-08-24T23:19:13.276051+00:00,c16093257ffe2b5e,CSMXTSM-20260831-AAPL-BUY-023,AAPL,buy,1,,REJECTED_MARKET_SESSION,DRY_RUN,INTENT_ONLY,MARKET_SESSION_NOT_ELIGIBLE
2026-08-25T14:34:33.504204+00:00,b64afb4695426c13,CSMXTSM-20260831-AAPL-BUY-001,AAPL,buy,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
2026-08-25T14:34:33.505229+00:00,04e32fae9443d346,CSMXTSM-20260831-AAPL-SELL-002,AAPL,sell,1,,SUBMISSION_BLOCKED_ALP003,DRY_RUN,INTENT_ONLY,
