,CSM-001
2026-05-29,0.02990643859556994
2026-06-01,0.030896378064009092
2026-06-02,-0.08554685586923533
2026-06-03,0.018888450849095635
2026-06-04,0.06340980708128258
2026-06-05,-0.08528818191161827
2026-06-08,0.03430501253898302
2026-06-09,-0.015394193662903935
2026-06-10,0.003330416312752795
2026-06-11,0.043344434206192876
2026-06-12,0.00942365490584336
2026-06-15,0.03924140675960522
2026-06-16,-0.05277756372375622
2026-06-17,0.00046519542895335814
2026-06-18,0.010894423748842775
2026-06-22,0.026656038552017307
2026-06-23,-0.04697160506246683
2026-06-24,-0.02115716014347016
2026-06-25,-0.015070187598741548
2026-06-26,0.021133782270241763
2026-06-29,0.06293452161878943
2026-06-30,0.08190777220380366
2026-07-01,-0.024241952183474188
2026-07-02,0.016107893189116745
2026-07-06,0.015149801649808356
2026-07-07,-0.043123313771727345
2026-07-08,0.0009894695577226126
2026-07-09,0.018355108240566482
2026-07-10,-0.02038863600122196
2026-07-13,-0.03195007679702172
2026-07-14,0.028170700094860574
2026-07-15,-0.03388723458041404
2026-07-16,-0.06517907321209998
2026-07-17,-0.010576716192983539
2026-07-20,-0.019283279247413004
2026-07-21,0.05230997953218116
2026-07-22,-0.0032140957241507118
2026-07-23,-0.014496738781697901
2026-07-24,-0.05844892837080025
2026-07-27,0.012080132617927654
2026-07-28,-0.03361424577324035
2026-07-29,-0.05154828246069142
2026-07-30,0.07563134633349902
2026-07-31,0.0197752225381617
2026-08-03,0.05269600280215331
2026-08-04,0.061921596307255265
2026-08-05,-0.012358177443547355
2026-08-06,-0.03274964470678737
2026-08-07,0.021418264331212758
2026-08-10,-0.009554493088793433
2026-08-11,0.007688192200600999
